rib,stiffness,ks_MN_m3_assumed,x_m,w_mm,rotation_rad,soil_pressure_kPa,M_Gk_kNm,V_Gk_kN
R7,cracked_sustained_3phi16,50.0,1.8988524590163935,0.5198005335676822,-4.620246595095555e-05,25.99002667838411,0.530588903431394,-0.15679081863782654
R7,cracked_sustained_3phi16,50.0,1.911344262295082,0.5192181270997441,-4.7043140537636396e-05,25.960906354987205,0.5285787501310559,-0.16506596880441468
R7,cracked_sustained_3phi16,50.0,1.9238360655737705,0.5186252405793035,-4.788037461937155e-05,25.931262028965172,0.5264644252931299,-0.17346958313099364
R7,cracked_sustained_3phi16,50.0,1.936327868852459,0.518021916984471,-4.871416819616102e-05,25.90109584922355,0.5242443098787495,-0.18200394792811378
R7,cracked_sustained_3phi16,50.0,1.9488196721311475,0.5174081992933577,-4.9544521268004806e-05,25.870409964667882,0.5219167563475892,-0.1906713401110285
R7,cracked_sustained_3phi16,50.0,1.9488196721311475,0.5174081992933577,-4.954452126800516e-05,25.870409964667882,0.5219167563475892,-0.1906713401110285
R7,cracked_sustained_3phi16,50.0,1.961311475409836,0.5167841318552632,-5.0371098811185995e-05,25.83920659276316,0.5194800887754086,-0.19947402712605886
R7,cracked_sustained_3phi16,50.0,1.9738032786885245,0.5161497647901792,-5.119354291200552e-05,25.807488239508956,0.5169326029765569,-0.2084142660989317
R7,cracked_sustained_3phi16,50.0,1.986295081967213,0.5155051497322545,-5.201185357046373e-05,25.775257486612723,0.5142725666394763,-0.2174943029518637
R7,cracked_sustained_3phi16,50.0,1.9987868852459014,0.5148503383156378,-5.282603078656062e-05,25.742516915781888,0.5114982194674922,-0.22671637231950803
R7,cracked_sustained_3phi16,50.0,1.9987868852459014,0.5148503383156379,-5.282603078655676e-05,25.74251691578189,0.5114982194674922,-0.22671637231950803
R7,cracked_sustained_3phi16,50.0,2.01127868852459,0.5141853836332546,-5.363571812274493e-05,25.70926918166273,0.5086077733200063,-0.2360826974706184
R7,cracked_sustained_3phi16,50.0,2.023770491803279,0.5135103449180094,-5.4440534735586825e-05,25.675517245900473,0.5055994123589674,-0.2455954894019208
R7,cracked_sustained_3phi16,50.0,2.036262295081967,0.5128252830140202,-5.524048062508246e-05,25.64126415070101,0.502471293209174,-0.2552569458986621
R7,cracked_sustained_3phi16,50.0,2.048754098360656,0.5121302587654045,-5.603555579123182e-05,25.606512938270228,0.4992215451242,-0.26506925144516597
R7,cracked_sustained_3phi16,50.0,2.048754098360656,0.5121302587654044,-5.6035555791235864e-05,25.606512938270225,0.4992215451242,-0.26506925144516597
R7,cracked_sustained_3phi16,50.0,2.061245901639344,0.5114253345686026,-5.6825380960127104e-05,25.571266728430132,0.4958482701527513,-0.27503457714146884
R7,cracked_sustained_3phi16,50.0,2.0737377049180328,0.5107105793527378,-5.760955096930678e-05,25.53552896763689,0.49234954331063757,-0.28515507973918397
R7,cracked_sustained_3phi16,50.0,2.0862295081967215,0.5099860637609525,-5.8388065818774886e-05,25.499303188047623,0.48872341276746006,-0.29543290064201716
R7,cracked_sustained_3phi16,50.0,2.0987213114754097,0.5092518584363895,-5.916092550853143e-05,25.462592921819475,0.484967900039282,-0.3058701658106199
R7,cracked_sustained_3phi16,50.0,2.0987213114754097,0.5092518584363894,-5.9160925508535386e-05,25.46259292181947,0.484967900039282,-0.3058701658106199
R7,cracked_sustained_3phi16,50.0,2.1112131147540985,0.5085080356738938,-5.992772653675518e-05,25.425401783694692,0.4810810001817579,-0.3164689856738764
R7,cracked_sustained_3phi16,50.0,2.1237049180327867,0.5077546747165513,-6.0688038069328416e-05,25.387733735827567,0.47706068198923546,-0.3272314541032978
R7,cracked_sustained_3phi16,50.0,2.1361967213114754,0.5069918566298649,-6.14418601062551e-05,25.349592831493247,0.4729048882095106,-0.33815964735009796
R7,cracked_sustained_3phi16,50.0,2.148688524590164,0.5062196624793376,-6.21891926475352e-05,25.310983123966878,0.4686115357649442,-0.34925562394404014
R7,cracked_sustained_3phi16,50.0,2.148688524590164,0.5062196624793378,-6.218919264752708e-05,25.31098312396689,0.4686115357649442,-0.34925562394404014
R7,cracked_sustained_3phi16,50.0,2.161180327868853,0.5054381750872459,-6.29296066081284e-05,25.271908754362293,0.4641785159740662,-0.36052142459906095
R7,cracked_sustained_3phi16,50.0,2.173672131147541,0.5046474846618626,-6.366264417188222e-05,25.23237423309313,0.45960369477953145,-0.3719590711228291
R7,cracked_sustained_3phi16,50.0,2.1861639344262294,0.5038476833476861,-6.438830533878851e-05,25.192384167384308,0.45488491299271505,-0.38357056528707417
R7,cracked_sustained_3phi16,50.0,2.198655737704918,0.5030388632892148,-6.510659010884728e-05,25.15194316446074,0.4500199865450671,-0.39535788872013405
R7,cracked_sustained_3phi16,50.0,2.198655737704918,0.5030388632892144,-6.510659010886317e-05,25.15194316446072,0.4500199865450671,-0.39535788872013405
R7,cracked_sustained_3phi16,50.0,2.2111475409836068,0.5022211184983126,-6.581704250042497e-05,25.111055924915636,0.4450067067399863,-0.40732300280661177
R7,cracked_sustained_3phi16,50.0,2.223639344262295,0.5013945508320479,-6.65191764530633e-05,25.069727541602393,0.4398428405114428,-0.41946784752883876
R7,cracked_sustained_3phi16,50.0,2.2361311475409833,0.5005592642027228,-6.721299196677816e-05,25.02796321013614,0.43452613070027496,-0.4317943402672688
R7,cracked_sustained_3phi16,50.0,2.248622950819672,0.4997153625226399,-6.789848904156955e-05,24.985768126131994,0.42905429633766323,-0.44430437568644526
R7,cracked_sustained_3phi16,50.0,2.248622950819672,0.4997153625226399,-6.789848904157269e-05,24.985768126131994,0.42905429633766323,-0.44430437568644526
R7,cracked_sustained_3phi16,50.0,2.2611147540983607,0.4988629516873914,-6.857518353353917e-05,24.94314758436957,0.4234250329291544,-0.4569998256283949
R7,cracked_sustained_3phi16,50.0,2.273606557377049,0.49800214591757513,-6.924255993038637e-05,24.900107295878755,0.4176360127458519,-0.469882537882862
R7,cracked_sustained_3phi16,50.0,2.2860983606557372,0.4971330616130021,-6.990061823211428e-05,24.856653080650105,0.41168488513436136,-0.48295433491471074
R7,cracked_sustained_3phi16,50.0,2.298590163934426,0.49625581517348366,-7.054935843872294e-05,24.812790758674183,0.40556927683434757,-0.49621701374304333
R7,cracked_sustained_3phi16,50.0,2.298590163934426,0.4962558151734839,-7.054935843871137e-05,24.812790758674193,0.40556927683434757,-0.49621701374304333
R7,cracked_sustained_3phi16,50.0,2.3110819672131147,0.49537052510315643,-7.118826703254393e-05,24.768526255157823,0.3992867922966759,-0.5096723458280497
R7,cracked_sustained_3phi16,50.0,2.3235737704918034,0.4944773187306004,-7.181679790313184e-05,24.72386593653002,0.39283501400915416,-0.5233220757670144
R7,cracked_sustained_3phi16,50.0,2.3360655737704916,0.4935763256922929,-7.243495105047511e-05,24.678816284614648,0.38621150284215466,-0.5371679199458229
R7,cracked_sustained_3phi16,50.0,2.3485573770491803,0.4926676756247115,-7.304272647457373e-05,24.633383781235572,0.3794137984022999,-0.5512115664109764
R7,cracked_sustained_3phi16,50.0,2.3485573770491803,0.4926676756247115,-7.304272647457438e-05,24.633383781235572,0.3794137984022999,-0.5512115664109764
R7,cracked_sustained_3phi16,50.0,2.3610491803278686,0.49175150039456117,-7.363958013336586e-05,24.58757501972806,0.3724394193867675,-0.5654546747496263
R7,cracked_sustained_3phi16,50.0,2.3735409836065573,0.4908279412109887,-7.422493424033954e-05,24.541397060549436,0.36528586394564666,-0.5798988747085175
R7,cracked_sustained_3phi16,50.0,2.386032786885246,0.48989714172413307,-7.479878879549539e-05,24.494857086206654,0.3579506100653426,-0.5945457647668562
R7,cracked_sustained_3phi16,50.0,2.3985245901639343,0.4889592455841334,-7.536114379883345e-05,24.44796227920667,0.350431115960512,-0.6093969120009862
R7,cracked_sustained_3phi16,50.0,2.3985245901639343,0.4889592455841333,-7.536114379883842e-05,24.447962279206664,0.350431115960512,-0.6093969120009862
R7,cracked_sustained_3phi16,50.0,2.4110163934426225,0.4880143988018518,-7.591142360121307e-05,24.400719940092593,0.3427248204666536,-0.6244538519573525
R7,cracked_sustained_3phi16,50.0,2.4235081967213112,0.4870627572659489,-7.644901773823857e-05,24.353137863297444,0.33482914344121834,-0.639718087191715
R7,cracked_sustained_3phi16,50.0,2.436,0.48610447944326046,-7.697392620991495e-05,24.30522397216302,0.3267414861869733,-0.6551910857608263
R7,cracked_sustained_3phi16,50.0,2.448491803278688,0.4851397238006225,-7.748614901624219e-05,24.256986190031125,0.318459231884379,-0.6708742810795496
R7,cracked_sustained_3phi16,50.0,2.448491803278688,0.48513972380062254,-7.748614901623889e-05,24.256986190031125,0.318459231884379,-0.6708742810795496
R7,cracked_sustained_3phi16,50.0,2.460983606557377,0.4841686513003764,-7.798507789379212e-05,24.20843256501882,0.30997974602466005,-0.6867690717865119
R7,cracked_sustained_3phi16,50.0,2.473475409836065,0.48319143333404907,-7.847006878251953e-05,24.159571666702455,0.3013003768518766,-0.7028768202011185
R7,cracked_sustained_3phi16,50.0,2.485967213114754,0.4822082440122551,-7.894112168242114e-05,24.110412200612753,0.29241845582849246,-0.7191988507316918
R7,cracked_sustained_3phi16,50.0,2.4984590163934426,0.48121925744560895,-7.939823659349694e-05,24.06096287228045,0.28333129811045277,-0.7357364497248322
R7,cracked_sustained_3phi16,50.0,2.4984590163934426,0.48121925744560884,-7.93982365935013e-05,24.06096287228044,0.28333129811045277,-0.7357364497248322
R7,cracked_sustained_3phi16,50.0,2.5109508196721313,0.48022465037896095,-7.98407717143688e-05,24.011232518948045,0.27403620302299325,-0.7524908653235395
R7,cracked_sustained_3phi16,50.0,2.5234426229508196,0.47922461055230053,-8.026804856400347e-05,23.961230527615026,0.26453045454594615,-0.7694633058397726
R7,cracked_sustained_3phi16,50.0,2.535934426229508,0.47821932856895033,-8.068006714240532e-05,23.910966428447516,0.25481132182381777,-0.7866549380769268
R7,cracked_sustained_3phi16,50.0,2.5484262295081965,0.47720899503223285,-8.107682744957435e-05,23.860449751611643,0.24487605968588488,-0.8040668871712612
R7,cracked_sustained_3phi16,50.0,2.5484262295081965,0.47720899503223274,-8.107682744957858e-05,23.860449751611636,0.24487605968588488,-0.8040668871712612
R7,cracked_sustained_3phi16,50.0,2.5609180327868852,0.476193803322013,-8.145765331439366e-05,23.80969016610065,0.23472190916706057,-0.8217002364422872
R7,cracked_sustained_3phi16,50.0,2.573409836065574,0.475173958392203,-8.182183111100302e-05,23.75869791961015,0.22434609803876662,-0.8395560256788515
R7,cracked_sustained_3phi16,50.0,2.585901639344262,0.47414966820719584,-8.216936083940667e-05,23.707483410359792,0.21374584136588037,-0.8576352493740792
R7,cracked_sustained_3phi16,50.0,2.598393442622951,0.47312114073138445,-8.250024249960461e-05,23.656057036569223,0.20291834207422024,-0.8759388565587158
R7,cracked_sustained_3phi16,50.0,2.598393442622951,0.4731211407313847,-8.250024249959485e-05,23.656057036569237,0.20291834207422024,-0.8759388565587158
R7,cracked_sustained_3phi16,50.0,2.610885245901639,0.4720885868511776,-8.281376481977259e-05,23.60442934255888,0.19186079151884106,-0.8944677506436016
R7,cracked_sustained_3phi16,50.0,2.623377049180328,0.4710522296171305,-8.310917841622719e-05,23.552611480856527,0.18057037006285395,-0.9132227876175176
R7,cracked_sustained_3phi16,50.0,2.6358688524590166,0.4700122952398579,-8.338648328895868e-05,23.500614761992892,0.16904424768365134,-0.9322047741929912
R7,cracked_sustained_3phi16,50.0,2.648360655737705,0.46896900992997403,-8.364567943796703e-05,23.4484504964987,0.15727958459019833,-0.9514144676314265
R7,cracked_sustained_3phi16,50.0,2.648360655737705,0.46896900992997387,-8.364567943797333e-05,23.448450496498694,0.15727958459019833,-0.9514144676314265
R7,cracked_sustained_3phi16,50.0,2.6608524590163936,0.4679226029682998,-8.38860198700006e-05,23.39613014841499,0.14527353184117453,-0.9708525755775104
R7,cracked_sustained_3phi16,50.0,2.673344262295082,0.46687331639917434,-8.410671895118722e-05,23.34366581995872,0.13302323197416938,-0.9905197541673376
R7,cracked_sustained_3phi16,50.0,2.6858360655737705,0.46582139557848834,-8.430777668153323e-05,23.291069778924417,0.12052581966363173,-1.0104166060837763
R7,cracked_sustained_3phi16,50.0,2.6983278688524592,0.46476708586213267,-8.448919306103859e-05,23.23835429310663,0.10777842239042239,-1.0305436803732881
R7,cracked_sustained_3phi16,50.0,2.6983278688524592,0.4647670858621328,-8.448919306103554e-05,23.23835429310664,0.10777842239042239,-1.0305436803732881
R7,cracked_sustained_3phi16,50.0,2.710819672131148,0.46371063582662647,-8.46501848742859e-05,23.185531791331325,0.09477816111225826,-1.0509014722721357
R7,cracked_sustained_3phi16,50.0,2.723311475409836,0.462652307418554,-8.478992987609129e-05,23.132615370927702,0.08152215094574469,-1.0714904212236147
R7,cracked_sustained_3phi16,50.0,2.7358032786885245,0.46159236604890425,-8.490842806645175e-05,23.079618302445212,0.06800750187853011,-1.0923109088419942
R7,cracked_sustained_3phi16,50.0,2.748295081967213,0.46053107712866603,-8.500567944536724e-05,23.026553856433303,0.054231319493603325,-1.1133632587209603
R7,cracked_sustained_3phi16,50.0,2.748295081967213,0.46053107712866603,-8.500567944536839e-05,23.026553856433303,0.054231319493603325,-1.1133632587209603
R7,cracked_sustained_3phi16,50.0,2.760786885245902,0.4594687094415773,-8.508086420498052e-05,22.973435472078865,0.04019070569452476,-1.1346477362515246
R7,cracked_sustained_3phi16,50.0,2.77327868852459,0.4584055457528978,-8.513312326959473e-05,22.920277287644893,0.025882759442787003,-1.156164546547521
R7,cracked_sustained_3phi16,50.0,2.7857704918032784,0.4573418724458997,-8.516245663921103e-05,22.867093622294984,0.011304577526674554,-1.1779138323174858
R7,cracked_sustained_3phi16,50.0,2.795507821327976,0.45651257232871506,-8.516942165293855e-05,22.825628616435754,-0.00024836917733212643,-1.1950286350412989
R7,cracked_sustained_3phi16,50.0,2.798262295081967,0.45627797590385477,-8.516886431382943e-05,22.81389879519274,-0.0035467446571887454,-1.1998956736646953
R7,cracked_sustained_3phi16,50.0,2.798262295081967,0.4562779759038548,-8.516886431382688e-05,22.813898795192742,-0.0035467446571887454,-1.1998956736646953
R7,cracked_sustained_3phi16,50.0,2.810754098360656,0.4552141460360285,-8.515148966410887e-05,22.760707301801425,-0.018674112321317018,-1.2221100878967006
R7,cracked_sustained_3phi16,50.0,2.8232459016393445,0.4541506873471197,-8.510943671809562e-05,22.707534367355986,-0.034080430492165095,-1.2445570273586108
R7,cracked_sustained_3phi16,50.0,2.835737704918033,0.4530879081135511,-8.504270547578713e-05,22.654395405677555,-0.04976860318205006,-1.2672363772126571
R7,cracked_sustained_3phi16,50.0,2.8482295081967215,0.4520261166117453,-8.495129593718339e-05,22.601305830587265,-0.06574153254783907,-1.2901479552298227
R7,cracked_sustained_3phi16,50.0,2.8482295081967215,0.4520261166117453,-8.49512959371818e-05,22.601305830587265,-0.06574153254783907,-1.2901479552298227
R7,cracked_sustained_3phi16,50.0,2.8607213114754098,0.4509656247978638,-8.483431457507406e-05,22.54828123989319,-0.08200211804861972,-1.3132915115909722
R7,cracked_sustained_3phi16,50.0,2.8732131147540985,0.4499067598372207,-8.469082862078342e-05,22.495337991861035,-0.09855325559015168,-1.336666726627828
R7,cracked_sustained_3phi16,50.0,2.885704918032787,0.4488498528199677,-8.452083807430987e-05,22.442492640998385,-0.11539783663505268,-1.3602732085103648
R7,cracked_sustained_3phi16,50.0,2.8981967213114754,0.4477952348362563,-8.432434293565341e-05,22.389761741812812,-0.13253874729920803,-1.3841104930300798
R7,cracked_sustained_3phi16,50.0,2.8981967213114754,0.4477952348362563,-8.432434293565324e-05,22.389761741812812,-0.13253874729920803,-1.3841104930300798
R7,cracked_sustained_3phi16,50.0,2.9106885245901637,0.4467432408095525,-8.410041286784068e-05,22.337162040477626,-0.14997886744712052,-1.4081780433927105
R7,cracked_sustained_3phi16,50.0,2.9231803278688524,0.4456942214831513,-8.38480785827551e-05,22.284711074157567,-0.16772106977349704,-1.4324752478672336
R7,cracked_sustained_3phi16,50.0,2.935672131147541,0.4446485316769471,-8.356734008039652e-05,22.232426583847356,-0.18576821884919464,-1.457001417381679
R7,cracked_sustained_3phi16,50.0,2.9481639344262294,0.44360652621083435,-8.325819736076493e-05,22.180326310541716,-0.20412317015284956,-1.4817557852981207
R7,cracked_sustained_3phi16,50.0,2.9481639344262294,0.4436065262108344,-8.325819736076262e-05,22.18032631054172,-0.20412317015284956,-1.4817557852981207
R7,cracked_sustained_3phi16,50.0,2.9606557377049176,0.44256856389070576,-8.291968354211478e-05,22.128428194535285,-0.2227887691014052,-1.506737507197024
R7,cracked_sustained_3phi16,50.0,2.9731475409836063,0.4415350199468545,-8.25507932848402e-05,22.076750997342725,-0.24176785006633672,-1.531945658435044
R7,cracked_sustained_3phi16,50.0,2.985639344262295,0.44050627383577645,-8.215152658893888e-05,22.02531369178882,-0.2610632353528731,-1.557379231650314
R7,cracked_sustained_3phi16,50.0,2.9981311475409833,0.43948270501396713,-8.172188345441085e-05,21.974135250698357,-0.28067773416436914,-1.5830371365292903
R7,cracked_sustained_3phi16,50.0,2.9981311475409833,0.4394827050139671,-8.172188345441424e-05,21.974135250698353,-0.28067773416436914,-1.5830371365292903
R7,cracked_sustained_3phi16,50.0,3.010622950819672,0.43846469707493624,-8.126086090953015e-05,21.923234853746813,-0.3006141415655351,-1.6089181995828028
R7,cracked_sustained_3phi16,50.0,3.0231147540983603,0.4374526506317826,-8.076741823522694e-05,21.87263253158913,-0.3208752374308297,-1.635021161613918
R7,cracked_sustained_3phi16,50.0,3.035606557377049,0.4364469706703852,-8.024155543150455e-05,21.822348533519257,-0.34146378535450994,-1.6613446751342613
R7,cracked_sustained_3phi16,50.0,3.0480983606557377,0.4354480621766229,-7.968327249836303e-05,21.772403108831146,-0.36238253154530753,-1.6878873041228888
R7,cracked_sustained_3phi16,50.0,3.0480983606557377,0.43544806217662296,-7.968327249836199e-05,21.77240310883115,-0.36238253154530753,-1.6878873041228888
R7,cracked_sustained_3phi16,50.0,3.0605901639344264,0.43445633442190695,-7.909153103204405e-05,21.72281672109535,-0.38363420371992235,-1.71464752379417
R7,cracked_sustained_3phi16,50.0,3.0730819672131147,0.4334722142795334,-7.846525582410547e-05,21.67361071397667,-0.40522150998115686,-1.7416237179774932
R7,cracked_sustained_3phi16,50.0,3.085573770491803,0.43249613313820917,-7.780444687454621e-05,21.624806656910458,-0.4271471376563937,-1.768814176446714
R7,cracked_sustained_3phi16,50.0,3.0980655737704916,0.431528522386641,-7.71091041833663e-05,21.57642611933205,-0.4494137521201911,-1.796217094671288
R7,cracked_sustained_3phi16,50.0,3.0980655737704916,0.43152852238664097,-7.710910418336794e-05,21.576426119332048,-0.4494137521201911,-1.796217094671288
R7,cracked_sustained_3phi16,50.0,3.1105573770491803,0.4305698178441996,-7.637815478983897e-05,21.52849089220998,-0.47202399561565567,-1.8238305735761546
R7,cracked_sustained_3phi16,50.0,3.1230491803278686,0.4296204734978018,-7.561049011865446e-05,21.48102367489009,-0.49498048605994516,-1.8516526168356122
R7,cracked_sustained_3phi16,50.0,3.135540983606557,0.4286809479874733,-7.480611016981445e-05,21.434047399373664,-0.5182858158088411,-1.879681128118569
R7,cracked_sustained_3phi16,50.0,3.1480327868852456,0.42775169995323997,-7.396501494331891e-05,21.387584997662,-0.5419425504049447,-1.907913910832216
R7,cracked_sustained_3phi16,50.0,3.1480327868852456,0.42775169995323997,-7.396501494331728e-05,21.387584997662,-0.5419425504049447,-1.907913910832216
R7,cracked_sustained_3phi16,50.0,3.1605245901639343,0.42683319260659,-7.308609802799296e-05,21.3416596303295,-0.5659532273246124,-1.9363486678741326
R7,cracked_sustained_3phi16,50.0,3.173016393442623,0.42592590787159507,-7.216821885155026e-05,21.296295393579754,-0.5903203547085273,-1.9649829988432563
R7,cracked_sustained_3phi16,50.0,3.1855081967213112,0.42503033245715655,-7.121137741398919e-05,21.251516622857828,-0.6150464100501124,-1.9938143972042097
R7,cracked_sustained_3phi16,50.0,3.198,0.42414695307217554,-7.021557371530972e-05,21.207347653608775,-0.6401338388670941,-2.0228402500238585
R7,cracked_sustained_3phi16,50.0,3.198,0.4241469530721756,-7.021557371530606e-05,21.207347653608778,-0.6401338388670941,-2.0228402500238585
R7,cracked_sustained_3phi16,50.0,3.2104886363636362,0.4232764866641481,-6.917942092144185e-05,21.163824333207405,-0.665090858634983,-1.9739480351022505
R7,cracked_sustained_3phi16,50.0,3.222977272727273,0.422419198642957,-6.810511322104323e-05,21.12095993214785,-0.6894384632970072,-1.9252446302059256
R7,cracked_sustained_3phi16,50.0,3.2354659090909093,0.4215755655113554,-6.69926506141102e-05,21.07877827556777,-0.7131789926315709,-1.876727103113356
R7,cracked_sustained_3phi16,50.0,3.2479545454545455,0.42074606377209656,-6.584203310064276e-05,21.037303188604827,-0.7363147491473454,-1.8283924174627963
R7,cracked_sustained_3phi16,50.0,3.2479545454545455,0.4207460637720964,-6.584203310064765e-05,21.03730318860482,-0.7363147491473454,-1.8283924174627963
R7,cracked_sustained_3phi16,50.0,3.260443181818182,0.4199311618724468,-6.465518816215979e-05,20.99655809362234,-0.7588479967838069,-1.7802374331941437
R7,cracked_sustained_3phi16,50.0,3.272931818181818,0.41913129641710317,-6.343401290241642e-05,20.956564820855156,-0.7807809596402385,-1.7322589113541373
R7,cracked_sustained_3phi16,50.0,3.2854204545454544,0.4183468961449639,-6.217850732141753e-05,20.917344807248195,-0.8021158207764316,-1.6844535188601006
R7,cracked_sustained_3phi16,50.0,3.2979090909090907,0.4175783897949275,-6.0888671419163144e-05,20.878919489746377,-0.8228547210414188,-1.6368178289279829
R7,cracked_sustained_3phi16,50.0,3.2979090909090907,0.4175783897949275,-6.0888671419163164e-05,20.878919489746377,-0.8228547210414188,-1.6368178289279829
R7,cracked_sustained_3phi16,50.0,3.310397727272727,0.4168261981716998,-5.956640411133747e-05,20.84130990858499,-0.8429997579043624,-1.5893483215074649
R7,cracked_sustained_3phi16,50.0,3.3228863636363632,0.41609071069405695,-5.8213576220851124e-05,20.804535534702847,-0.8625529843134833,-1.5420413880169854
R7,cracked_sustained_3phi16,50.0,3.335375,0.41537230902200306,-5.6830187747704126e-05,20.768615451100153,-0.8815164076256635,-1.4948933360404317
R7,cracked_sustained_3phi16,50.0,3.3478636363636363,0.4146713748155417,-5.541623869189647e-05,20.733568740777088,-0.8998919885636907,-1.4479003897494622
R7,cracked_sustained_3phi16,50.0,3.3478636363636363,0.4146713748155418,-5.5416238691895695e-05,20.73356874077709,-0.8998919885636907,-1.4479003897494622
R7,cracked_sustained_3phi16,50.0,3.3603522727272725,0.4139882819131347,-5.3973601539640656e-05,20.699414095656735,-0.9176816401756273,-1.4010586903323146
R7,cracked_sustained_3phi16,50.0,3.3728409090909093,0.41332337318638546,-5.250412320894626e-05,20.666168659319272,-0.9348872268218316,-1.354364300664142
R7,cracked_sustained_3phi16,50.0,3.3853295454545456,0.41267698384501095,-5.100780369981251e-05,20.633849192250548,-0.9515105632317081,-1.3078132099424578
R7,cracked_sustained_3phi16,50.0,3.397818181818182,0.41204944909872837,-4.9484643012239404e-05,20.602472454936418,-0.9675534135877459,-1.2614013341043115
R7,cracked_sustained_3phi16,50.0,3.397818181818182,0.4120494490987285,-4.94846430122363e-05,20.602472454936425,-0.9675534135877459,-1.2614013341043115
R7,cracked_sustained_3phi16,50.0,3.410306818181818,0.4114410964387512,-4.7936489564785293e-05,20.57205482193756,-0.983017490611655,-1.2151245162493085
R7,cracked_sustained_3phi16,50.0,3.4227954545454544,0.4108522227674138,-4.636516894433716e-05,20.542611138370688,-0.9979044546777994,-1.1689785312512868
R7,cracked_sustained_3phi16,50.0,3.4352840909090907,0.41028311741111545,-4.477068115089189e-05,20.514155870555772,-1.0122159129955088,-1.122959090338837
R7,cracked_sustained_3phi16,50.0,3.447772727272727,0.40973406969625525,-4.315302618444949e-05,20.486703484812764,-1.0259534188183612,-1.0770618415079365
R7,cracked_sustained_3phi16,50.0,3.447772727272727,0.4097340696962552,-4.31530261844521e-05,20.48670348481276,-1.0259534188183612,-1.0770618415079365
R7,cracked_sustained_3phi16,50.0,3.4602613636363633,0.4092053613232967,-4.1514030957279006e-05,20.460268066164833,-1.0391184706555412,-1.031282369939746
R7,cracked_sustained_3phi16,50.0,3.4727499999999996,0.40869724373761623,-3.985550247114353e-05,20.43486218688081,-1.0517125115101758,-0.9856162025601403
R7,cracked_sustained_3phi16,50.0,3.4852386363636363,0.40820996088298184,-3.8177440726045655e-05,20.41049804414909,-1.0637369281857987,-0.9400588125720675
R7,cracked_sustained_3phi16,50.0,3.4977272727272726,0.4077437567031618,-3.64798457219854e-05,20.38718783515809,-1.0751930506195104,-0.8946056198642875
R7,cracked_sustained_3phi16,50.0,3.4977272727272726,0.4077437567031618,-3.64798457219855e-05,20.38718783515809,-1.0751930506195104,-0.8946056198642875
R7,cracked_sustained_3phi16,50.0,3.510215909090909,0.4072988675973344,-3.476452560022875e-05,20.36494337986672,-1.0860821512171916,-0.8492519914245499
R7,cracked_sustained_3phi16,50.0,3.5227045454545456,0.40687549999652234,-3.303327167039419e-05,20.343774999826117,-1.0964054442154187,-0.80399324585391
R7,cracked_sustained_3phi16,50.0,3.535193181818182,0.4064738528922605,-3.1286083932481826e-05,20.323692644613025,-1.1061640851108607,-0.7588246578580776
R7,cracked_sustained_3phi16,50.0,3.547681818181818,0.4060941252760841,-2.9522962386491645e-05,20.304706263804203,-1.1153591701161398,-0.7137414586529363
R7,cracked_sustained_3phi16,50.0,3.547681818181818,0.4060941252760842,-2.95229623864868e-05,20.30470626380421,-1.1153591701161398,-0.7137414586529363
R7,cracked_sustained_3phi16,50.0,3.5601704545454544,0.40573650866441446,-2.7745699286615046e-05,20.286825433220724,-1.1239917356177276,-0.6687388363737419
R7,cracked_sustained_3phi16,50.0,3.5726590909090907,0.40540116484333727,-2.59560732652172e-05,20.270058242166865,-1.1320627576603095,-0.6238119405515157
R7,cracked_sustained_3phi16,50.0,3.585147727272727,0.40508824820888384,-2.4154084322293264e-05,20.254412410444193,-1.1395731514980938,-0.5789558865708498
R7,cracked_sustained_3phi16,50.0,3.5976363636363633,0.4047979131570856,-2.2339732457843236e-05,20.23989565785428,-1.1465237711723997,-0.5341657560729081
R7,cracked_sustained_3phi16,50.0,3.5976363636363633,0.4047979131570856,-2.2339732457843737e-05,20.23989565785428,-1.1465237711723997,-0.5341657560729081
R7,cracked_sustained_3phi16,50.0,3.6101249999999996,0.40453030666592554,-2.051479704650866e-05,20.226515333296277,-1.1529154090912608,-0.48943659736131767
R7,cracked_sustained_3phi16,50.0,3.622613636363636,0.40428554616992124,-1.8681047155383242e-05,20.21427730849606,-1.1587487956353126,-0.44476342984822487
R7,cracked_sustained_3phi16,50.0,3.6351022727272726,0.40406374174990545,-1.683848278446748e-05,20.203187087495273,-1.1640245988302027,-0.4001412484862814
R7,cracked_sustained_3phi16,50.0,3.647590909090909,0.403865003486711,-1.4987103933761382e-05,20.19325017433555,-1.1687434240451342,-0.3555650241698481
R7,cracked_sustained_3phi16,50.0,3.647590909090909,0.4038650034867109,-1.4987103933765886e-05,20.193250174335546,-1.1687434240451342,-0.3555650241698481
R7,cracked_sustained_3phi16,50.0,3.660079545454545,0.403689434087338,-1.3128680204643657e-05,20.1844717043669,-1.1729058136934198,-0.3110297041382776
R7,cracked_sustained_3phi16,50.0,3.672568181818182,0.40353710684981586,-1.1264974283406735e-05,20.176855342490793,-1.176512246959171,-0.26653021639944574
R7,cracked_sustained_3phi16,50.0,3.685056818181818,0.40340808774152115,-9.39598617005512e-06,20.170404387076058,-1.1795631395902084,-0.22206147414384603
R7,cracked_sustained_3phi16,50.0,3.6975454545454545,0.40330244272983024,-7.5217158645888135e-06,20.16512213649151,-1.1820588437170139,-0.17761837614472673
